runs, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52
100, 1, 0, 4, 0, 5, 0, 4, 0, 9, 0, 11, 0, 10, 0, 11, 0, 10, 0, 6, 0, 8, 0, 10, 0, 4, 0, 2, 0, 2, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
200, 2, 0, 12, 0, 15, 0, 16, 0, 21, 0, 22, 0, 16, 0, 18, 0, 15, 0, 11, 0, 16, 0, 17, 0, 9, 0, 3, 0, 2, 0, 3, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
300, 4, 0, 13, 0, 22, 0, 23, 0, 33, 0, 38, 0, 20, 0, 27, 0, 27, 0, 20, 0, 19, 0, 21, 0, 14, 0, 8, 0, 5, 0, 3, 0, 0, 0, 2, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
400, 5, 0, 18, 0, 36, 0, 30, 0, 44, 0, 47, 0, 30, 0, 31, 0, 37, 0, 23, 0, 28, 0, 25, 0, 19, 0, 10, 0, 7, 0, 6, 0, 1, 0, 2, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
500, 6, 0, 20, 0, 45, 0, 43, 0, 56, 0, 58, 0, 37, 0, 41, 0, 43, 0, 30, 0, 34, 0, 29, 0, 21, 0, 14, 0, 10, 0, 7, 0, 3, 0, 2, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
600, 7, 0, 24, 0, 50, 0, 53, 0, 69, 0, 73, 0, 45, 0, 53, 0, 46, 0, 37, 0, 45, 0, 32, 0, 22, 0, 15, 0, 13, 0, 7, 0, 5, 0, 2, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
700, 10, 0, 27, 0, 54, 0, 64, 0, 75, 0, 84, 0, 55, 0, 66, 0, 53, 0, 44, 0, 54, 0, 37, 0, 27, 0, 18, 0, 13, 0, 10, 0, 5, 0, 2, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
800, 10, 0, 32, 0, 62, 0, 77, 0, 87, 0, 91, 0, 62, 0, 76, 0, 61, 0, 50, 0, 58, 0, 49, 0, 31, 0, 19, 0, 15, 0, 10, 0, 5, 0, 2, 0, 2, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
900, 10, 0, 37, 0, 70, 0, 86, 0, 95, 0, 108, 0, 76, 0, 82, 0, 65, 0, 55, 0, 62, 0, 55, 0, 33, 0, 23, 0, 16, 0, 12, 0, 8, 0, 2, 0, 3, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1000, 10, 0, 43, 0, 79, 0, 95, 0, 103, 0, 115, 0, 88, 0, 91, 0, 73, 0, 62, 0, 68, 0, 63, 0, 39, 0, 26, 0, 17, 0, 13, 0, 8, 0, 2, 0, 3, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2000, 19, 0, 89, 0, 162, 0, 199, 0, 214, 0, 206, 0, 166, 0, 179, 0, 155, 0, 127, 0, 137, 0, 119, 0, 75, 0, 52, 0, 39, 0, 28, 0, 16, 0, 10, 0, 5, 0, 2, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
