runs, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52
100, 0, 0, 4, 0, 5, 0, 6, 0, 6, 0, 8, 0, 18, 0, 11, 0, 10, 0, 7, 0, 8, 0, 4, 0, 3, 0, 4, 0, 2, 0, 1, 0, 1, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
200, 1, 0, 10, 0, 11, 0, 13, 0, 22, 0, 18, 0, 34, 0, 18, 0, 20, 0, 11, 0, 15, 0, 8, 0, 6, 0, 4, 0, 2, 0, 2, 0, 1, 0, 3, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
300, 1, 0, 14, 0, 21, 0, 25, 0, 32, 0, 29, 0, 44, 0, 30, 0, 25, 0, 21, 0, 22, 0, 10, 0, 9, 0, 7, 0, 2, 0, 3, 0, 1, 0, 3, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
400, 1, 0, 14, 0, 24, 0, 34, 0, 49, 0, 41, 0, 55, 0, 39, 0, 30, 0, 26, 0, 31, 0, 17, 0, 11, 0, 9, 0, 6, 0, 4, 0, 3, 0, 4, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
500, 1, 0, 17, 0, 33, 0, 48, 0, 57, 0, 49, 0, 64, 0, 50, 0, 37, 0, 35, 0, 34, 0, 22, 0, 18, 0, 9, 0, 10, 0, 5, 0, 3, 0, 4, 0, 2, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
600, 3, 0, 23, 0, 42, 0, 55, 0, 64, 0, 57, 0, 74, 0, 58, 0, 47, 0, 40, 0, 41, 0, 29, 0, 22, 0, 13, 0, 12, 0, 7, 0, 4, 0, 5, 0, 2, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
700, 3, 0, 29, 0, 54, 0, 71, 0, 72, 0, 66, 0, 87, 0, 65, 0, 58, 0, 44, 0, 47, 0, 32, 0, 26, 0, 14, 0, 12, 0, 7, 0, 4, 0, 5, 0, 2, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
800, 3, 0, 37, 0, 60, 0, 83, 0, 81, 0, 82, 0, 94, 0, 75, 0, 66, 0, 50, 0, 53, 0, 38, 0, 28, 0, 14, 0, 13, 0, 9, 0, 5, 0, 5, 0, 2, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
900, 3, 0, 41, 0, 65, 0, 88, 0, 89, 0, 95, 0, 106, 0, 82, 0, 76, 0, 58, 0, 62, 0, 41, 0, 33, 0, 18, 0, 15, 0, 11, 0, 6, 0, 6, 0, 2, 0, 2, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1000, 3, 0, 45, 0, 73, 0, 100, 0, 103, 0, 104, 0, 115, 0, 89, 0, 86, 0, 69, 0, 66, 0, 44, 0, 38, 0, 18, 0, 18, 0, 12, 0, 6, 0, 6, 0, 2, 0, 2, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
