runs, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52
100, 0, 0, 4, 0, 12, 0, 12, 0, 4, 0, 10, 0, 8, 0, 7, 0, 13, 0, 6, 0, 6, 0, 6, 0, 5, 0, 0, 0, 4, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
200, 1, 0, 8, 0, 19, 0, 24, 0, 15, 0, 19, 0, 15, 0, 21, 0, 20, 0, 7, 0, 15, 0, 10, 0, 13, 0, 3, 0, 5, 0, 4, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
300, 1, 0, 11, 0, 33, 0, 30, 0, 30, 0, 30, 0, 22, 0, 34, 0, 26, 0, 11, 0, 21, 0, 13, 0, 16, 0, 5, 0, 10, 0, 6, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
400, 2, 0, 16, 0, 40, 0, 41, 0, 43, 0, 41, 0, 35, 0, 42, 0, 27, 0, 19, 0, 25, 0, 19, 0, 17, 0, 10, 0, 11, 0, 8, 0, 3, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
500, 3, 0, 24, 0, 49, 0, 45, 0, 58, 0, 49, 0, 42, 0, 49, 0, 40, 0, 26, 0, 34, 0, 25, 0, 19, 0, 12, 0, 12, 0, 9, 0, 3, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
600, 7, 0, 32, 0, 58, 0, 53, 0, 70, 0, 59, 0, 51, 0, 57, 0, 49, 0, 32, 0, 35, 0, 29, 0, 22, 0, 13, 0, 14, 0, 10, 0, 5, 0, 2, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
700, 9, 0, 35, 0, 63, 0, 66, 0, 79, 0, 71, 0, 58, 0, 68, 0, 59, 0, 36, 0, 41, 0, 36, 0, 25, 0, 15, 0, 15, 0, 13, 0, 6, 0, 3, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
800, 11, 0, 40, 0, 66, 0, 74, 0, 94, 0, 79, 0, 68, 0, 79, 0, 70, 0, 46, 0, 45, 0, 40, 0, 26, 0, 18, 0, 18, 0, 14, 0, 7, 0, 3, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
900, 12, 0, 43, 0, 76, 0, 82, 0, 105, 0, 93, 0, 77, 0, 85, 0, 77, 0, 55, 0, 49, 0, 46, 0, 30, 0, 22, 0, 18, 0, 15, 0, 9, 0, 3, 0, 1, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1000, 13, 0, 48, 0, 79, 0, 94, 0, 114, 0, 103, 0, 88, 0, 99, 0, 88, 0, 61, 0, 54, 0, 50, 0, 32, 0, 24, 0, 18, 0, 15, 0, 11, 0, 5, 0, 1, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2000, 19, 0, 101, 0, 170, 0, 192, 0, 200, 0, 195, 0, 188, 0, 196, 0, 174, 0, 141, 0, 115, 0, 91, 0, 69, 0, 49, 0, 36, 0, 25, 0, 20, 0, 10, 0, 3, 0, 5, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
3000, 24, 0, 148, 0, 238, 0, 294, 0, 300, 0, 312, 0, 297, 0, 280, 0, 259, 0, 221, 0, 171, 0, 134, 0, 103, 0, 77, 0, 57, 0, 36, 0, 24, 0, 13, 0, 5, 0, 6, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
4000, 30, 0, 202, 0, 316, 0, 384, 0, 400, 0, 408, 0, 392, 0, 364, 0, 366, 0, 288, 0, 230, 0, 198, 0, 140, 0, 104, 0, 73, 0, 45, 0, 29, 0, 17, 0, 6, 0, 7, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
5000, 35, 0, 262, 0, 397, 0, 467, 0, 496, 0, 516, 0, 486, 0, 449, 0, 459, 0, 356, 0, 298, 0, 256, 0, 179, 0, 128, 0, 94, 0, 52, 0, 33, 0, 18, 0, 9, 0, 8, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0
6000, 41, 0, 307, 0, 472, 0, 565, 0, 589, 0, 626, 0, 581, 0, 550, 0, 545, 0, 431, 0, 359, 0, 310, 0, 213, 0, 147, 0, 113, 0, 68, 0, 40, 0, 18, 0, 13, 0, 10, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0
7000, 49, 0, 347, 0, 557, 0, 680, 0, 691, 0, 735, 0, 684, 0, 631, 0, 625, 0, 495, 0, 426, 0, 349, 0, 253, 0, 171, 0, 130, 0, 84, 0, 45, 0, 20, 0, 13, 0, 11, 0, 2, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0
8000, 56, 0, 391, 0, 641, 0, 756, 0, 773, 0, 836, 0, 800, 0, 716, 0, 711, 0, 567, 0, 509, 0, 393, 0, 288, 0, 198, 0, 153, 0, 100, 0, 55, 0, 27, 0, 14, 0, 12, 0, 2, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0
9000, 63, 0, 431, 0, 713, 0, 847, 0, 879, 0, 927, 0, 908, 0, 818, 0, 794, 0, 656, 0, 559, 0, 445, 0, 321, 0, 232, 0, 179, 0, 108, 0, 61, 0, 27, 0, 15, 0, 13, 0, 2, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0
10000, 68, 0, 480, 0, 789, 0, 943, 0, 973, 0, 1026, 0, 1025, 0, 908, 0, 875, 0, 735, 0, 621, 0, 490, 0, 355, 0, 265, 0, 197, 0, 120, 0, 65, 0, 29, 0, 18, 0, 13, 0, 2, 0, 2, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0
20000, 131, 0, 921, 0, 1549, 0, 1885, 0, 1969, 0, 2022, 0, 2029, 0, 1796, 0, 1740, 0, 1515, 0, 1277, 0, 976, 0, 745, 0, 533, 0, 381, 0, 230, 0, 144, 0, 69, 0, 42, 0, 24, 0, 11, 0, 9, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0
30000, 198, 0, 1423, 0, 2330, 0, 2834, 0, 2953, 0, 3042, 0, 3066, 0, 2673, 0, 2585, 0, 2289, 0, 1870, 0, 1447, 0, 1102, 0, 808, 0, 570, 0, 359, 0, 219, 0, 105, 0, 62, 0, 34, 0, 18, 0, 11, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0
