runs, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52
100, 1, 0, 2, 0, 3, 0, 13, 0, 12, 0, 6, 0, 7, 0, 7, 0, 9, 0, 7, 0, 7, 0, 7, 0, 9, 0, 0, 0, 1, 0, 3, 0, 3, 0, 2, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
110, 1, 0, 2, 0, 3, 0, 14, 0, 12, 0, 7, 0, 8, 0, 7, 0, 9, 0, 8, 0, 8, 0, 9, 0, 9, 0, 2, 0, 1, 0, 3, 0, 3, 0, 3, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
120, 1, 0, 4, 0, 3, 0, 18, 0, 13, 0, 7, 0, 8, 0, 9, 0, 10, 0, 8, 0, 8, 0, 9, 0, 9, 0, 2, 0, 1, 0, 3, 0, 3, 0, 3, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
130, 1, 0, 4, 0, 6, 0, 19, 0, 14, 0, 8, 0, 8, 0, 10, 0, 11, 0, 8, 0, 9, 0, 9, 0, 9, 0, 3, 0, 1, 0, 3, 0, 3, 0, 3, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
140, 1, 0, 4, 0, 8, 0, 22, 0, 14, 0, 9, 0, 9, 0, 12, 0, 11, 0, 8, 0, 9, 0, 9, 0, 9, 0, 4, 0, 1, 0, 3, 0, 3, 0, 3, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
150, 1, 0, 4, 0, 9, 0, 22, 0, 14, 0, 9, 0, 10, 0, 14, 0, 13, 0, 8, 0, 10, 0, 9, 0, 10, 0, 4, 0, 2, 0, 3, 0, 4, 0, 3, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
160, 1, 0, 4, 0, 9, 0, 22, 0, 15, 0, 11, 0, 13, 0, 16, 0, 13, 0, 8, 0, 10, 0, 9, 0, 10, 0, 4, 0, 4, 0, 3, 0, 4, 0, 3, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
170, 1, 0, 5, 0, 10, 0, 23, 0, 16, 0, 11, 0, 15, 0, 19, 0, 14, 0, 8, 0, 10, 0, 9, 0, 10, 0, 4, 0, 4, 0, 3, 0, 4, 0, 3, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
180, 1, 0, 6, 0, 11, 0, 24, 0, 17, 0, 11, 0, 15, 0, 21, 0, 14, 0, 9, 0, 10, 0, 10, 0, 10, 0, 6, 0, 4, 0, 3, 0, 4, 0, 3, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
190, 1, 0, 7, 0, 12, 0, 24, 0, 18, 0, 12, 0, 15, 0, 24, 0, 16, 0, 10, 0, 10, 0, 10, 0, 10, 0, 6, 0, 4, 0, 3, 0, 4, 0, 3, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
