runs, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52
100, 1, 0, 5, 0, 9, 0, 11, 0, 14, 0, 16, 0, 5, 0, 13, 0, 4, 0, 2, 0, 9, 0, 3, 0, 6, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
200, 3, 0, 7, 0, 18, 0, 19, 0, 17, 0, 31, 0, 16, 0, 19, 0, 14, 0, 9, 0, 18, 0, 8, 0, 7, 0, 10, 0, 1, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
300, 4, 0, 12, 0, 24, 0, 22, 0, 24, 0, 43, 0, 24, 0, 29, 0, 23, 0, 20, 0, 27, 0, 13, 0, 10, 0, 15, 0, 3, 0, 2, 0, 3, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
400, 5, 0, 14, 0, 31, 0, 36, 0, 31, 0, 53, 0, 35, 0, 43, 0, 31, 0, 23, 0, 34, 0, 15, 0, 14, 0, 18, 0, 4, 0, 5, 0, 4, 0, 2, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
500, 5, 0, 19, 0, 44, 0, 46, 0, 40, 0, 62, 0, 44, 0, 49, 0, 37, 0, 32, 0, 38, 0, 18, 0, 21, 0, 22, 0, 6, 0, 6, 0, 6, 0, 2, 0, 2, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
600, 6, 0, 27, 0, 51, 0, 55, 0, 50, 0, 73, 0, 52, 0, 55, 0, 47, 0, 42, 0, 41, 0, 23, 0, 25, 0, 24, 0, 7, 0, 8, 0, 8, 0, 3, 0, 2, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
700, 7, 0, 30, 0, 61, 0, 68, 0, 61, 0, 84, 0, 62, 0, 63, 0, 53, 0, 45, 0, 44, 0, 30, 0, 31, 0, 27, 0, 10, 0, 8, 0, 8, 0, 4, 0, 2, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
800, 7, 0, 35, 0, 68, 0, 80, 0, 74, 0, 91, 0, 69, 0, 70, 0, 63, 0, 56, 0, 48, 0, 36, 0, 36, 0, 30, 0, 11, 0, 9, 0, 8, 0, 4, 0, 3, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
900, 9, 0, 38, 0, 75, 0, 86, 0, 83, 0, 100, 0, 80, 0, 77, 0, 70, 0, 67, 0, 56, 0, 39, 0, 43, 0, 34, 0, 15, 0, 9, 0, 9, 0, 5, 0, 3, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1000, 11, 0, 42, 0, 83, 0, 98, 0, 96, 0, 112, 0, 91, 0, 81, 0, 78, 0, 74, 0, 60, 0, 39, 0, 49, 0, 39, 0, 17, 0, 10, 0, 9, 0, 5, 0, 3, 0, 2, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
